name,type,lat,lng,address,tel,openTime,level,typeLabels,description,groupSize,source
公有成功中繼市場1F,TOILET,25.026917,121.5480888,臺北市大安區群賢里敦化南路二段120號,02-25583986,週一 全天關閉；週二 07：30~14：00；週三 07：30~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00,優等級,男,地址：臺北市大安區群賢里敦化南路二段120號；電話：02-25583986；開放時間：週一 全天關閉；週二 07：30~14：00；週三 07：30~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00；等級：優等級；,1,tw_public
臺北市立圖書館成功閱覽室,TOILET,25.025504,121.545281,臺北市大安區群賢里和平東路二段311巷29號,02-27552823,週一 09：00~17：00；週二 08：30~21：00；週三 08：30~21：00；週四 08：30~21：00；週五 08：30~21：00；週六 08：30~21：00；週日 09：00~17：00,特優級,男、女、無障礙,地址：臺北市大安區群賢里和平東路二段311巷29號；電話：02-27552823；開放時間：週一 09：00~17：00；週二 08：30~21：00；週三 08：30~21：00；週四 08：30~21：00；週五 08：30~21：00；週六 08：30~21：00；週日 09：00~17：00；等級：特優級；,3,tw_public
麥當勞復興二店,TOILET,25.02567,121.54365,臺北市大安區群賢里復興南路二段273號,02-80661056,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區群賢里復興南路二段273號；電話：02-80661056；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
統一星巴克興和門市,TOILET,25.025602,121.543647,臺北市大安區群賢里復興南路二段275號,02-87867799,07：00~21：30,特優級,男女/混合,地址：臺北市大安區群賢里復興南路二段275號；電話：02-87867799；開放時間：07：00~21：30；等級：特優級；,1,tw_public
爭鮮科技店,TOILET,25.026589,121.543674,臺北市大安區群賢里復興南路二段191號,02-27099117,11：00~21：30,特優級,男女/混合,地址：臺北市大安區群賢里復興南路二段191號；電話：02-27099117；開放時間：11：00~21：30；等級：特優級；,1,tw_public
漢堡王敦南店,TOILET,25.024428,121.548338,臺北市大安區虎嘯里敦化南路二段164號,02-23622986,07：00~23：00,特優級,男女/混合,地址：臺北市大安區虎嘯里敦化南路二段164號；電話：02-23622986；開放時間：07：00~23：00；等級：特優級；,1,tw_public
大安區福安宮,TOILET,25.022105,121.547479,臺北市大安區虎嘯里臥龍街61號,02-27372679,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區虎嘯里臥龍街61號；電話：02-27372679；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
大安區健康服務中心1F,TOILET,25.021574,121.544299,臺北市大安區臥龍里辛亥路三段15號,02-27335831,週一 08：30~17：30；週二 08：30~17：30；週三 08：30~17：30；週四 08：30~17：30；週五 08：30~17：30；週六 全天關閉；週日 全天關閉,特優級,女、男,地址：臺北市大安區臥龍里辛亥路三段15號；電話：02-27335831；開放時間：週一 08：30~17：30；週二 08：30~17：30；週三 08：30~17：30；週四 08：30~17：30；週五 08：30~17：30；週六 全天關閉；週日 全天關閉；等級：特優級；,4,tw_public
臺北市立圖書館道藩分館,TOILET,25.021574,121.544047,臺北市大安區臥龍里辛亥路三段11號,02-27552823,週一 09：00~17：00；週二 08：30~21：00；週三 08：30~21：00；週四 08：30~21：00；週五 08：30~21：00；週六 08：30~21：00；週日 09：00~17：00,特優級,男、女,地址：臺北市大安區臥龍里辛亥路三段11號；電話：02-27552823；開放時間：週一 09：00~17：00；週二 08：30~21：00；週三 08：30~21：00；週四 08：30~21：00；週五 08：30~21：00；週六 08：30~21：00；週日 09：00~17：00；等級：特優級；,2,tw_public
大安運動中心2F,TOILET,25.02065,121.545499,臺北市大安區臥龍里辛亥路三段55號,02-25702330,06：00~22：00,特優級,女、男,地址：臺北市大安區臥龍里辛亥路三段55號；電話：02-25702330；開放時間：06：00~22：00；等級：特優級；,3,tw_public
大安區健康服務中心1F,TOILET,25.0215384,121.5443552,臺北市大安區臥龍里辛亥路三段15號,02-27335831,週一 08：30~17：30；週二 08：30~17：30；週三 08：30~17：30；週四 08：30~17：30；週五 08：30~17：30；週六 全天關閉；週日 全天關閉,特優級,無障礙,地址：臺北市大安區臥龍里辛亥路三段15號；電話：02-27335831；開放時間：週一 08：30~17：30；週二 08：30~17：30；週三 08：30~17：30；週四 08：30~17：30；週五 08：30~17：30；週六 全天關閉；週日 全天關閉；等級：特優級；,1,tw_public
統一星巴克辛亥門市,TOILET,25.021688,121.541245,臺北市大安區龍淵里辛亥路二段175號,02-87867799,週一 06：30~20：00；週二 06：30~20：00；週三 06：30~20：00；週四 06：30~20：00；週五 06：30~20：00；週六 06：30~19：00；週日 06：30~19：00,特優級,男女/混合,地址：臺北市大安區龍淵里辛亥路二段175號；電話：02-87867799；開放時間：週一 06：30~20：00；週二 06：30~20：00；週三 06：30~20：00；週四 06：30~20：00；週五 06：30~20：00；週六 06：30~19：00；週日 06：30~19：00；等級：特優級；,1,tw_public
捷運大安森林公園站東,TOILET,25.033322,121.536285,臺北市大安區龍門里信義路三段100號,02-25363001,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男、女、親子,地址：臺北市大安區龍門里信義路三段100號；電話：02-25363001；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,6,tw_public
大安森林公園7號,TOILET,25.0267392,121.5363268,臺北市大安區龍門里新生南路二段1號,02-23032451,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,優等級,男、女、無障礙,地址：臺北市大安區龍門里新生南路二段1號；電話：02-23032451；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：優等級；,3,tw_public
麥當勞台北新生店,TOILET,25.017987,121.533328,臺北市大安區大學里新生南路三段88之2號,02-80661056,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區大學里新生南路三段88之2號；電話：02-80661056；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
西雅圖咖啡台大店,TOILET,25.018122,121.533355,臺北市大安區大學里新生南路三段88號,02-27776950,07：00~22：00,特優級,男女/混合,地址：臺北市大安區大學里新生南路三段88號；電話：02-27776950；開放時間：07：00~22：00；等級：特優級；,1,tw_public
統一星巴克羅斯福門市,TOILET,25.017447,121.531859,臺北市大安區大學里羅斯福路三段301號,02-87867799,07：00~21：00,特優級,男女/混合,地址：臺北市大安區大學里羅斯福路三段301號；電話：02-87867799；開放時間：07：00~21：00；等級：特優級；,1,tw_public
摩斯漢堡羅斯福路店,TOILET,25.019487,121.529781,臺北市大安區大學里羅斯福路三段233號,02-27556440,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區大學里羅斯福路三段233號；電話：02-27556440；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
捷運六張犁站,TOILET,25.023719,121.552853,臺北市大安區芳和里和平東路3段168號,02-25363001,06：00~23：59,特優級,男、女、無障礙,地址：臺北市大安區芳和里和平東路3段168號；電話：02-25363001；開放時間：06：00~23：59；等級：特優級；,3,tw_public
嘉興公園,TOILET,25.0214704,121.5520424,臺北市大安區芳和里樂業街96號,02-23032451,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,優等級,男,地址：臺北市大安區芳和里樂業街96號；電話：02-23032451；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：優等級；,1,tw_public
嘉興公園,TOILET,25.0214607,121.5520155,臺北市大安區芳和里樂業街96號,02-23032451,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,優等級,女,地址：臺北市大安區芳和里樂業街96號；電話：02-23032451；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：優等級；,1,tw_public
嘉興公園,TOILET,25.0214996,121.5520585,臺北市大安區芳和里樂業街96號,02-23032451,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,優等級,無障礙,地址：臺北市大安區芳和里樂業街96號；電話：02-23032451；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：優等級；,1,tw_public
臥龍街派出所,TOILET,25.017945,121.551929,臺北市大安區黎元里臥龍街185號,02-23256810,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區黎元里臥龍街185號；電話：02-23256810；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
統一超商臺北市黎元門市,TOILET,25.018008,121.550848,臺北市大安區黎元里臥龍街188巷1號,02-23778253,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區黎元里臥龍街188巷1號；電話：02-23778253；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
福州山公園,TOILET,25.018111,121.552539,臺北市大安區黎元里臥龍街195巷,02-23032451,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,優等級,男、性別友善、無障礙,地址：臺北市大安區黎元里臥龍街195巷；電話：02-23032451；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：優等級；,3,tw_public
捷運麟光站,TOILET,25.018367,121.558612,臺北市大安區黎和里和平東路3段410號,02-25363001,06：00~23：59,特優級,男、女、無障礙,地址：臺北市大安區黎和里和平東路3段410號；電話：02-25363001；開放時間：06：00~23：59；等級：特優級；,3,tw_public
台灣中油富陽街加油站男廁,TOILET,25.01912,121.55691,臺北市大安區黎和里富陽街129號,02-27324229,全天開放,特優級,男,地址：臺北市大安區黎和里富陽街129號；電話：02-27324229；開放時間：全天開放；等級：特優級；,1,tw_public
市民大道地下停車場敦延段B1,TOILET,25.0445675,121.5505028,臺北市大安區建安里市民大道四段145號,02-25774364,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,女,地址：臺北市大安區建安里市民大道四段145號；電話：02-25774364；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
市民大道地下停車場敦延段B1,TOILET,25.044522,121.550052,臺北市大安區建安里市民大道四段145號,02-25774364,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,無障礙、女、男,地址：臺北市大安區建安里市民大道四段145號；電話：02-25774364；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,3,tw_public
捷運忠孝敦化站,TOILET,25.041264,121.551717,臺北市大安區建倫里忠孝東路四段182號,02-25363001,06：00~23：59,特優級,男、親子,地址：臺北市大安區建倫里忠孝東路四段182號；電話：02-25363001；開放時間：06：00~23：59；等級：特優級；,2,tw_public
明曜百貨公司9F,TOILET,25.04124,121.552113,臺北市大安區建倫里忠孝東路四段200號,02-27771266,週一 11：00~21：30；週二 11：00~21：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~22：00；週六 11：00~22：00；週日 11：00~21：30,特優級,男、女、無障礙,地址：臺北市大安區建倫里忠孝東路四段200號；電話：02-27771266；開放時間：週一 11：00~21：30；週二 11：00~21：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~22：00；週六 11：00~22：00；週日 11：00~21：30；等級：特優級；,16,tw_public
中山醫院,TOILET,25.036552,121.549711,臺北市大安區敦安里仁愛路四段112巷11號,02-27081166,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男、女、性別友善、無障礙,地址：臺北市大安區敦安里仁愛路四段112巷11號；電話：02-27081166；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,7,tw_public
僑安地下停車場,TOILET,25.041139,121.556837,臺北市大安區正聲里忠孝東路四段306號,02-27115547,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,女、男,地址：臺北市大安區正聲里忠孝東路四段306號；電話：02-27115547；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,2,tw_public
摩斯漢堡信義通化店,TOILET,25.032943,121.554802,臺北市大安區正聲里信義路四段304號,02-27556440,06：00~23：00,特優級,男女/混合,地址：臺北市大安區正聲里信義路四段304號；電話：02-27556440；開放時間：06：00~23：00；等級：特優級；,1,tw_public
麥當勞台北信義店,TOILET,25.033349,121.554526,臺北市大安區敦煌里信義路四段273號,02-80661056,06：00~23：59,特優級,男女/混合,地址：臺北市大安區敦煌里信義路四段273號；電話：02-80661056；開放時間：06：00~23：59；等級：特優級；,1,tw_public
財團法人國泰綜合醫院急診,TOILET,25.036942,121.553693,臺北市大安區敦煌里仁愛路四段280號,02-27082121,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男、女、男女/混合,地址：臺北市大安區敦煌里仁愛路四段280號；電話：02-27082121；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,8,tw_public
秀傳醫院,TOILET,25.042992,121.556495,臺北市大安區華聲里光復南路116巷1號,(02)27717172,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區華聲里光復南路116巷1號；電話：(02)27717172；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
必勝客光復店,TOILET,25.041558,121.557436,臺北市大安區華聲里忠孝東路四段341號,02-27766600,11：00~21：30,特優級,男、女,地址：臺北市大安區華聲里忠孝東路四段341號；電話：02-27766600；開放時間：11：00~21：30；等級：特優級；,2,tw_public
全聯福利中心大安延吉店,TOILET,25.044212,121.554272,臺北市大安區華聲里市民大道四段190號,02-25328000,08：00~23：00,特優級,男、女、無障礙,地址：臺北市大安區華聲里市民大道四段190號；電話：02-25328000；開放時間：08：00~23：00；等級：特優級；,3,tw_public
統一超商臺北市統家門市,TOILET,25.039954,121.5532,臺北市大安區車層里忠孝東路四段216巷27弄1號,02-23778253,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區車層里忠孝東路四段216巷27弄1號；電話：02-23778253；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
大安地政事務所2F,TOILET,25.033834,121.556434,臺北市大安區光信里信義路四段335巷6號,02-27548900,週一 08：30~17：00；週二 08：30~17：00；週三 08：30~17：00；週四 08：30~17：00；週五 08：30~17：00；週六 全天關閉；週日 全天關閉,特優級,男,地址：臺北市大安區光信里信義路四段335巷6號；電話：02-27548900；開放時間：週一 08：30~17：00；週二 08：30~17：00；週三 08：30~17：00；週四 08：30~17：00；週五 08：30~17：00；週六 全天關閉；週日 全天關閉；等級：特優級；,1,tw_public
臺北市立圖書館延吉民眾閱覽室3F,TOILET,25.036394,121.555161,臺北市大安區光信里延吉街236巷17號,02-27552823,週一 09：00~17：00；週二 08：30~21：00；週三 08：30~21：00；週四 08：30~21：00；週五 08：30~21：00；週六 08：30~21：00；週日 09：00~17：00,特優級,性別友善、男、女,地址：臺北市大安區光信里延吉街236巷17號；電話：02-27552823；開放時間：週一 09：00~17：00；週二 08：30~21：00；週三 08：30~21：00；週四 08：30~21：00；週五 08：30~21：00；週六 08：30~21：00；週日 09：00~17：00；等級：特優級；,3,tw_public
臺北市立圖書館延吉民眾閱覽室3F,TOILET,25.036219,121.554498,臺北市大安區光信里延吉街236巷17號,02-27552823,週一 09：00~17：00；週二 08：30~21：00；週三 08：30~21：00；週四 08：30~21：00；週五 08：30~21：00；週六 08：30~21：00；週日 09：00~17：00,特優級,親子,地址：臺北市大安區光信里延吉街236巷17號；電話：02-27552823；開放時間：週一 09：00~17：00；週二 08：30~21：00；週三 08：30~21：00；週四 08：30~21：00；週五 08：30~21：00；週六 08：30~21：00；週日 09：00~17：00；等級：特優級；,1,tw_public
摩斯漢堡光復店,TOILET,25.034587,121.557338,臺北市大安區光信里光復南路552號,02-27556440,06：00~23：59,特優級,男女/混合,地址：臺北市大安區光信里光復南路552號；電話：02-27556440；開放時間：06：00~23：59；等級：特優級；,1,tw_public
家樂福便利購超市大安臨江分公司,TOILET,25.030101,121.554981,臺北市大安區通化里臨江街87號,02-27008368,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男、性別友善,地址：臺北市大安區通化里臨江街87號；電話：02-27008368；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,2,tw_public
大安1號,TOILET,25.037144,121.547818,臺北市大安區德安里四維路6巷2號對面,02-25920199,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區德安里四維路6巷2號對面；電話：02-25920199；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
聯合醫院仁愛院區,TOILET,25.03754,121.545302,臺北市大安區仁慈里仁愛路四段10號,02-27093600,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男、男女/混合、女、親子、性別友善、無障礙,地址：臺北市大安區仁慈里仁愛路四段10號；電話：02-27093600；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,17,tw_public
聯合醫院仁愛院區急診,TOILET,25.037512,121.545224,臺北市大安區仁慈里仁愛路四段10號,02-27093600,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,女、性別友善、無障礙、男,地址：臺北市大安區仁慈里仁愛路四段10號；電話：02-27093600；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,6,tw_public
統一星巴克興南門市,TOILET,25.03376,121.543808,臺北市大安區仁慈里復興南路一段323號,02-87867799,07：00~21：30,特優級,男女/混合,地址：臺北市大安區仁慈里復興南路一段323號；電話：02-87867799；開放時間：07：00~21：30；等級：特優級；,1,tw_public
附中公園地下停車場,TOILET,25.036111,121.541984,臺北市大安區和安里復興南路一段340巷11號,02-27014453,全天開放,特優級,男女/混合、無障礙,地址：臺北市大安區和安里復興南路一段340巷11號；電話：02-27014453；開放時間：全天開放；等級：特優級；,2,tw_public
公有信義市場,TOILET,25.034002,121.539057,臺北市大安區和安里信義路三段107號,02-25583986,05：30~19：00,優等級,男女/混合,地址：臺北市大安區和安里信義路三段107號；電話：02-25583986；開放時間：05：30~19：00；等級：優等級；,1,tw_public
大安分局,TOILET,25.037849,121.533162,臺北市大安區民炤里仁愛路三段2號,02-23256810,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男、女,地址：臺北市大安區民炤里仁愛路三段2號；電話：02-23256810；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,2,tw_public
大安花市3號,TOILET,25.0368981,121.5380949,臺北市大安區和安里仁愛路與建國南路口高架橋下,02-25920199,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區和安里仁愛路與建國南路口高架橋下；電話：02-25920199；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
摩斯漢堡新生店,TOILET,25.034493,121.533023,臺北市大安區民炤里新生南路一段161-1號,02-27556440,06：00~23：59,特優級,男女/混合,地址：臺北市大安區民炤里新生南路一段161-1號；電話：02-27556440；開放時間：06：00~23：59；等級：特優級；,1,tw_public
新生南路派出所,TOILET,25.037769,121.534057,臺北市大安區民炤里仁愛路三段18號,02-23256810,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區民炤里仁愛路三段18號；電話：02-23256810；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
大安森林公園地下停車場男廁,TOILET,25.031983,121.537325,臺北市大安區龍門里建國南路2段2號,02-27092940,全天開放,特優級,男、女,地址：臺北市大安區龍門里建國南路2段2號；電話：02-27092940；開放時間：全天開放；等級：特優級；,2,tw_public
建國橋下仁愛濟南段停車場(假日玉市),TOILET,25.039554,121.537761,臺北市大安區民輝里建國南路高架橋下仁愛路至濟南路,02-27095574,全天開放,特優級,男女/混合,地址：臺北市大安區民輝里建國南路高架橋下仁愛路至濟南路；電話：02-27095574；開放時間：全天開放；等級：特優級；,1,tw_public
建國計程車服務站,TOILET,25.044163,121.536235,臺北市大安區民輝里建國南路1段63號之1,02-27274168,週一 全天開放；週二 全天開放；週三 全天開放；週四 全天開放；週五 全天開放；週六 全天關閉；週日 全天關閉,特優級,男,地址：臺北市大安區民輝里建國南路1段63號之1；電話：02-27274168；開放時間：週一 全天開放；週二 全天開放；週三 全天開放；週四 全天開放；週五 全天開放；週六 全天關閉；週日 全天關閉；等級：特優級；,1,tw_public
敦化南路派出所,TOILET,25.038958,121.543927,臺北市大安區仁愛里復興南路一段219-1號,02-23256810,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男、女、無障礙,地址：臺北市大安區仁愛里復興南路一段219-1號；電話：02-23256810；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,3,tw_public
宏恩醫院門診,TOILET,25.038495,121.547028,臺北市大安區仁愛里仁愛路四段61號,(02) 27713163,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男、女、男女/混合,地址：臺北市大安區仁愛里仁愛路四段61號；電話：(02) 27713163；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,3,tw_public
太平洋崇光百貨敦化分館B2,TOILET,25.040146,121.548441,臺北市大安區仁愛里敦化南路1段246號,02-27365253,週一 11：00~21：30；週二 11：00~21：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~22：00；週六 11：00~22：00；週日 11：00~21：30,特優級,男、女,地址：臺北市大安區仁愛里敦化南路1段246號；電話：02-27365253；開放時間：週一 11：00~21：30；週二 11：00~21：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~22：00；週六 11：00~22：00；週日 11：00~21：30；等級：特優級；,13,tw_public
太平洋崇光百貨敦化分館2F,TOILET,25.040146,121.548442,臺北市大安區仁愛里敦化南路1段246號,02-27365253,週一 11：00~21：30；週二 11：00~21：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~20：00；週六 11：00~22：00；週日 11：00~21：30,特優級,女、親子、無障礙,地址：臺北市大安區仁愛里敦化南路1段246號；電話：02-27365253；開放時間：週一 11：00~21：30；週二 11：00~21：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~20：00；週六 11：00~22：00；週日 11：00~21：30；等級：特優級；,5,tw_public
建國橋下仁愛濟南段停車場(假日玉市),TOILET,25.0386365,121.5378957,臺北市大安區民輝里建國橋下仁愛路-濟南路間停車場,02-27095574,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男,地址：臺北市大安區民輝里建國橋下仁愛路-濟南路間停車場；電話：02-27095574；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
